changepoint_prior_scale,changepoint_range,daily_seasonality,holidays_prior_scale,seasonality_mode,seasonality_prior_scale,weekly_seasonality,loss,trial_number
0.4895706783677124,0.429212700065835,1.0,8.761324242318345,0.0,8.710874365306008,1.0,0.07147265830418506,0
0.4241862725333287,0.41252357730561584,0.0,8.39575309149804,0.0,7.450925661097104,1.0,0.07261628124730116,1
0.45434035496757563,0.4619290306367459,0.0,8.53426627268286,0.0,8.768696373264293,0.0,0.06614132942915264,2
0.4938294058415114,0.446311863119943,1.0,9.39743331203662,1.0,9.360407787988805,0.0,0.04910119842608668,3
0.4561281965527298,0.48629980318146726,0.0,9.941016696078982,0.0,9.6147119858145,0.0,0.06498172867031562,4
0.40391627163815547,0.46265972847256165,1.0,7.067735258023569,1.0,7.992673355848069,1.0,0.04630871155063441,5
0.4704046868055897,0.4070684158820355,1.0,9.096834390779161,1.0,9.565396617152597,1.0,0.052303573672714966,6
0.4030199609492991,0.49598580369644063,1.0,7.70077859535738,1.0,9.242234393358348,0.0,0.045274262695248105,7
0.48228801340225436,0.43642475917565476,1.0,9.738374964863716,1.0,8.616564446052694,1.0,0.04797552624789104,8
0.41430428950478526,0.42392649453038345,0.0,9.936359218229084,1.0,9.232232756851484,1.0,0.04874155553485378,9
0.4074792481227899,0.4316128090612034,0.0,9.648902876499616,1.0,8.664411783211348,0.0,0.04871879141534769,10
0.4296008107799926,0.4006854370186424,1.0,9.952299298577323,1.0,8.578878079784007,0.0,0.05299889878566043,11
0.4160640751491957,0.42240054335710686,1.0,9.265615758861475,1.0,8.845375245822373,1.0,0.049048476705451476,12
0.40750851482909883,0.43673733032579215,1.0,7.632683426769972,0.0,8.680634651858744,1.0,0.06932369831500047,13
0.4546159658284131,0.41504165960417483,0.0,8.149965946236996,1.0,9.799224385200814,0.0,0.05022224362764164,14
0.4430495083252619,0.43909505811634664,1.0,8.940606230619753,0.0,9.673294876264176,0.0,0.0744461679536438,15
0.46217160123471757,0.4993657854837463,1.0,8.762218749111554,0.0,7.656124765368463,0.0,0.060797694960772086,16
0.4979414595626969,0.48216498044544776,0.0,8.911068283390815,0.0,8.975123641991829,1.0,0.06115550731944436,17
0.4094659264983621,0.4289162224423346,0.0,7.847691043496321,1.0,7.670850689418479,1.0,0.04828386623419951,18
0.45759488911102647,0.48585879118940334,0.0,7.727170314904403,1.0,7.269740747332788,0.0,0.04596093229949994,19
0.4418883577262206,0.4994936849676142,0.0,7.1517697095065325,1.0,7.11549623185551,0.0,0.04570091403444837,20
0.4387474239868105,0.4998711593168348,0.0,7.0249641272906675,1.0,8.127140222154257,0.0,0.045570205547792716,21
0.42978519701312773,0.47554135459775837,0.0,7.370335114753591,1.0,8.195988265497181,0.0,0.045794200054165304,22
0.440978426703075,0.4933989981562014,1.0,7.379137650382565,1.0,8.316393843946953,0.0,0.045598850014112936,23
0.4744069619561119,0.47098670320402664,0.0,8.045077064794365,1.0,9.144153804184919,0.0,0.04646258558888507,24
0.4207519988766938,0.4935491681901118,1.0,7.399736287492159,1.0,8.005204506122126,0.0,0.045499080809925645,25
0.4004322887513063,0.46219987236524307,1.0,7.374572692177522,1.0,9.987468681343088,0.0,0.04691474832447835,26
0.42463110449914027,0.4925953971916399,1.0,7.540127682939704,1.0,7.86282354460159,0.0,0.04553968859262979,27
0.42017635780762996,0.4739953231617584,1.0,8.000836953069472,1.0,8.362209195021098,0.0,0.045985906534901956,28
0.4323497947988952,0.45433879406410294,1.0,8.338127656833192,1.0,9.983358004631414,0.0,0.049203493110782134,29
0.41384139903601036,0.49268638858154573,1.0,7.830557792837286,1.0,8.967428014595013,0.0,0.04559808889663705,30
0.4014474542554995,0.48193057781136034,1.0,8.531319957385591,0.0,7.493922282720897,0.0,0.06717292928350002,31
0.44892987253864514,0.45333176011685505,1.0,8.23526250901558,1.0,9.39562691242885,0.0,0.04920763767529375,32
0.4241611550858873,0.4654469902495063,1.0,7.2763465847659585,0.0,8.432579312318373,0.0,0.06672496763595878,33
0.4191154467285425,0.4784174500032394,1.0,7.5531867182180745,1.0,8.072958690169058,0.0,0.04578661124442314,34
0.4320586046950039,0.48646679222900463,1.0,7.151438923121633,1.0,7.811346298225753,0.0,0.045944397337563184,35
0.41071637877109596,0.4701137484553968,1.0,7.9240714190898345,1.0,9.12003833686358,0.0,0.04661857857022387,36
0.400253923669148,0.4463434910312993,1.0,7.013143690990269,0.0,7.019684194837913,0.0,0.07312272470096515,37
0.44795018060369046,0.4560156698224371,1.0,8.610959142628536,1.0,9.283643795621447,1.0,0.048298781524190405,38
0.4647315068782631,0.494392684827512,1.0,8.337432766234084,1.0,9.401502727474242,0.0,0.04534918402164771,39
0.4863303704076327,0.486820281590177,1.0,8.663114613700237,1.0,9.461666645204442,1.0,0.045663101966187045,40
0.46761286087533305,0.46755932454377214,1.0,8.291407368842307,1.0,9.836681888947709,0.0,0.04694962178043838,41
0.48024333869268876,0.49753293434101786,1.0,9.412022365358768,0.0,9.533031748224849,0.0,0.0607143609154133,42
0.4635541328637143,0.4583208017564764,1.0,8.446659183689576,1.0,8.843861624063038,1.0,0.04748497002960517,43
0.4737993445801942,0.4426296368450078,1.0,8.137385342224814,1.0,9.667069128088343,0.0,0.0495183317786848,44
0.4921452613162474,0.40425528394379384,1.0,8.865005380224888,0.0,9.831755668510251,1.0,0.07602298538412232,45
0.49809042364738554,0.4154327693174287,1.0,9.161733879400664,1.0,9.084009564076279,0.0,0.050021517143562746,46
0.47895501893504133,0.488824165819817,1.0,7.685438626046364,1.0,8.786138571731824,0.0,0.04623458446332026,47
0.4648800170140576,0.4497180456419487,1.0,9.031647281875209,0.0,8.565877517366092,1.0,0.06747424586216845,48
0.4574039266010602,0.4815196345300554,0.0,9.595647004356461,1.0,8.971462326119838,0.0,0.0458395043842203,49
